Date,Close,Open,High,Low,Change %
10/9/2020,"3,477.10","3,459.70","3,482.30","3,458.10",0.88%
10/12/2020,"3,534.20","3,500.00","3,549.80","3,499.60",1.64%
10/13/2020,"3,511.90","3,534.00","3,534.00","3,500.90",-0.63%
10/14/2020,"3,488.70","3,515.50","3,527.90","3,480.60",-0.66%
10/15/2020,"3,483.30","3,453.70","3,489.10","3,440.90",-0.15%
10/16/2020,"3,483.80","3,493.50","3,515.80","3,480.40",0.01%
10/19/2020,"3,426.90","3,493.70","3,502.40","3,419.90",-1.63%
10/20/2020,"3,443.10","3,439.40","3,476.90","3,435.70",0.47%
10/21/2020,"3,435.60","3,439.90","3,464.90","3,433.10",-0.22%
10/22/2020,"3,453.50","3,438.50","3,460.50","3,415.30",0.52%
10/23/2020,"3,465.40","3,464.90","3,466.50","3,440.40",0.34%
10/26/2020,"3,401.00","3,441.40","3,441.40","3,364.90",-1.86%
10/27/2020,"3,390.70","3,403.20","3,409.50","3,388.70",-0.30%
10/28/2020,"3,271.00","3,342.50","3,342.50","3,268.90",-3.53%
10/29/2020,"3,310.10","3,277.20","3,341.10","3,259.80",1.20%
10/30/2020,"3,270.00","3,293.60","3,304.90","3,233.90",-1.21%
11/2/2020,"3,310.20","3,296.20","3,330.10","3,279.70",1.23%
11/3/2020,"3,369.20","3,336.20","3,389.50","3,336.20",1.78%
11/4/2020,"3,443.40","3,406.50","3,486.20","3,405.20",2.20%
11/5/2020,"3,510.40","3,485.70","3,529.10","3,485.70",1.95%
11/6/2020,"3,509.40","3,508.30","3,521.60","3,484.30",-0.03%
11/9/2020,"3,550.50","3,583.00","3,646.00","3,547.50",1.17%
11/10/2020,"3,545.50","3,543.30","3,557.20","3,511.90",-0.14%
11/11/2020,"3,572.70","3,563.20","3,581.20","3,557.00",0.77%
11/12/2020,"3,537.00","3,562.70","3,569.00","3,518.60",-1.00%
11/13/2020,"3,585.20","3,552.60","3,593.70","3,552.60",1.36%
11/16/2020,"3,626.90","3,600.20","3,628.50","3,600.20",1.16%
11/17/2020,"3,609.50","3,610.30","3,623.10","3,588.70",-0.48%
11/18/2020,"3,567.80","3,612.10","3,619.10","3,567.30",-1.16%
11/19/2020,"3,581.90","3,559.40","3,585.20","3,543.80",0.40%
11/20/2020,"3,557.50","3,579.30","3,581.20","3,556.80",-0.68%
11/23/2020,"3,577.60","3,566.80","3,589.80","3,552.80",0.57%
11/24/2020,"3,635.40","3,594.50","3,642.30","3,594.50",1.62%
11/25/2020,"3,629.70","3,635.50","3,635.50","3,617.80",-0.16%
11/27/2020,"3,638.30","3,638.60","3,644.30","3,629.30",0.24%
11/30/2020,"3,621.60","3,634.20","3,634.20","3,594.40",-0.46%
12/1/2020,"3,662.40","3,645.90","3,678.40","3,645.90",1.13%
12/2/2020,"3,669.00","3,653.80","3,671.00","3,644.80",0.18%
12/3/2020,"3,666.70","3,668.30","3,682.70","3,657.20",-0.06%
12/4/2020,"3,699.10","3,670.90","3,699.20","3,670.90",0.88%
12/7/2020,"3,692.00","3,694.70","3,697.40","3,678.90",-0.19%
12/8/2020,"3,702.20","3,683.10","3,708.40","3,678.80",0.28%
12/9/2020,"3,672.80","3,706.00","3,712.40","3,660.50",-0.79%
12/10/2020,"3,668.10","3,659.10","3,678.50","3,645.20",-0.13%
12/11/2020,"3,663.50","3,656.10","3,665.90","3,633.40",-0.13%
12/14/2020,"3,647.50","3,675.30","3,697.60","3,645.80",-0.44%
12/15/2020,"3,694.60","3,666.40","3,695.30","3,659.60",1.29%
12/16/2020,"3,701.20","3,696.20","3,711.30","3,688.60",0.18%
12/17/2020,"3,722.50","3,713.70","3,725.10","3,710.90",0.58%
12/18/2020,"3,709.40","3,722.40","3,726.70","3,685.80",-0.35%
12/21/2020,"3,694.90","3,684.30","3,702.90","3,636.50",-0.39%
12/22/2020,"3,687.30","3,698.10","3,698.30","3,676.20",-0.21%
12/23/2020,"3,690.00","3,693.40","3,711.20","3,689.30",0.07%
12/24/2020,"3,703.10","3,694.00","3,703.80","3,689.30",0.36%
12/28/2020,"3,735.40","3,723.00","3,740.50","3,723.00",0.87%
12/29/2020,"3,727.00","3,750.00","3,756.10","3,723.30",-0.22%
12/30/2020,"3,732.00","3,736.20","3,744.60","3,730.20",0.13%
12/31/2020,"3,756.10","3,733.30","3,760.20","3,726.90",0.65%
1/4/2021,"3,700.70","3,764.60","3,770.00","3,662.70",-1.47%
1/5/2021,"3,726.90","3,698.00","3,737.80","3,695.10",0.71%
1/6/2021,"3,748.10","3,712.20","3,783.00","3,705.30",0.57%
1/7/2021,"3,803.80","3,764.70","3,811.60","3,764.70",1.49%
1/8/2021,"3,824.70","3,815.10","3,826.70","3,783.60",0.55%
1/11/2021,"3,799.60","3,803.10","3,817.90","3,789.00",-0.66%
1/12/2021,"3,801.20","3,801.60","3,810.80","3,776.50",0.04%
1/13/2021,"3,809.80","3,802.20","3,821.00","3,791.50",0.23%
1/14/2021,"3,795.50","3,815.00","3,823.60","3,792.90",-0.38%
1/15/2021,"3,768.20","3,788.70","3,788.70","3,749.60",-0.72%
1/19/2021,"3,798.90","3,781.90","3,804.50","3,780.40",0.81%
1/20/2021,"3,851.80","3,816.20","3,859.80","3,816.20",1.39%
1/21/2021,"3,853.10","3,857.50","3,861.40","3,845.10",0.03%
1/22/2021,"3,841.50","3,844.20","3,852.30","3,830.40",-0.30%
1/25/2021,"3,855.40","3,851.70","3,859.20","3,797.20",0.36%
1/26/2021,"3,849.60","3,863.00","3,870.90","3,847.80",-0.15%
1/27/2021,"3,750.80","3,836.80","3,836.80","3,732.50",-2.57%
1/28/2021,"3,787.40","3,755.80","3,830.50","3,755.80",0.98%
1/29/2021,"3,714.20","3,778.10","3,778.10","3,694.10",-1.93%
2/1/2021,"3,773.90","3,731.20","3,784.30","3,725.60",1.61%
2/2/2021,"3,826.30","3,791.80","3,843.10","3,791.80",1.39%
2/3/2021,"3,830.20","3,840.30","3,847.50","3,816.70",0.10%
2/4/2021,"3,871.70","3,836.70","3,872.40","3,836.70",1.08%
2/5/2021,"3,886.80","3,878.30","3,894.60","3,874.90",0.39%
2/8/2021,"3,915.60","3,892.60","3,915.80","3,892.60",0.74%
2/9/2021,"3,911.20","3,910.50","3,918.30","3,902.60",-0.11%
2/10/2021,"3,909.90","3,920.80","3,931.50","3,884.90",-0.03%
2/11/2021,"3,916.40","3,916.40","3,926.00","3,890.40",0.17%
2/12/2021,"3,934.80","3,911.70","3,937.20","3,905.80",0.47%
2/16/2021,"3,932.60","3,939.60","3,950.40","3,923.80",-0.06%
2/17/2021,"3,931.30","3,918.50","3,933.60","3,900.40",-0.03%
2/18/2021,"3,914.00","3,915.90","3,922.00","3,885.00",-0.44%
2/19/2021,"3,906.70","3,921.20","3,930.40","3,903.10",-0.19%
2/22/2021,"3,876.50","3,885.60","3,902.90","3,874.70",-0.77%
2/23/2021,"3,881.40","3,857.10","3,896.00","3,805.60",0.13%
2/24/2021,"3,925.40","3,873.70","3,928.70","3,859.60",1.13%
2/25/2021,"3,829.30","3,915.80","3,925.00","3,814.00",-2.45%
2/26/2021,"3,811.20","3,839.70","3,861.10","3,789.50",-0.47%
3/1/2021,"3,901.80","3,842.50","3,914.50","3,842.50",2.38%
3/2/2021,"3,870.30","3,903.60","3,906.40","3,868.60",-0.81%
3/3/2021,"3,819.70","3,864.00","3,874.50","3,818.90",-1.31%
3/4/2021,"3,768.50","3,818.50","3,843.70","3,723.30",-1.34%
3/5/2021,"3,841.90","3,793.60","3,851.70","3,730.20",1.95%
3/8/2021,"3,821.30","3,844.40","3,881.10","3,819.20",-0.54%
3/9/2021,"3,875.40","3,851.90","3,903.80","3,851.90",1.42%
3/10/2021,"3,898.80","3,892.00","3,917.30","3,885.70",0.60%
3/11/2021,"3,939.30","3,915.50","3,960.30","3,915.50",1.04%
3/12/2021,"3,943.30","3,924.50","3,945.00","3,915.20",0.10%
3/15/2021,"3,968.90","3,943.00","3,970.10","3,923.50",0.65%
3/16/2021,"3,962.70","3,973.60","3,981.00","3,953.40",-0.16%
3/17/2021,"3,974.10","3,949.60","3,983.90","3,935.70",0.29%
3/18/2021,"3,915.50","3,953.50","3,969.60","3,910.90",-1.47%
3/19/2021,"3,913.10","3,913.10","3,930.10","3,886.80",-0.06%
3/22/2021,"3,940.60","3,916.50","3,955.30","3,914.20",0.70%
3/23/2021,"3,910.50","3,937.60","3,949.10","3,901.60",-0.76%
3/24/2021,"3,889.10","3,919.90","3,942.10","3,889.10",-0.55%
3/25/2021,"3,909.50","3,879.30","3,919.50","3,853.50",0.52%
3/26/2021,"3,974.50","3,917.10","3,978.20","3,917.10",1.66%
3/29/2021,"3,971.10","3,969.30","3,981.80","3,943.20",-0.09%
3/30/2021,"3,958.60","3,963.30","3,968.00","3,944.30",-0.31%
3/31/2021,"3,972.90","3,967.20","3,994.40","3,967.00",0.36%
4/1/2021,"4,019.90","3,992.80","4,020.60","3,992.80",1.18%
4/5/2021,"4,077.90","4,034.40","4,083.40","4,034.40",1.44%
4/6/2021,"4,073.90","4,075.60","4,086.20","4,068.10",-0.10%
4/7/2021,"4,079.90","4,074.30","4,083.10","4,068.30",0.15%
4/8/2021,"4,097.20","4,089.90","4,098.20","4,082.50",0.42%
4/9/2021,"4,128.80","4,096.10","4,129.50","4,095.50",0.77%
4/12/2021,"4,128.00","4,124.70","4,131.80","4,114.80",-0.02%
4/13/2021,"4,141.60","4,130.10","4,148.00","4,124.40",0.33%
4/14/2021,"4,124.70","4,141.60","4,151.70","4,120.90",-0.41%
4/15/2021,"4,170.40","4,139.80","4,173.50","4,139.80",1.11%
4/16/2021,"4,185.50","4,174.10","4,191.30","4,170.80",0.36%
4/19/2021,"4,163.30","4,179.80","4,180.80","4,150.50",-0.53%
4/20/2021,"4,134.90","4,159.20","4,159.20","4,118.40",-0.68%
4/21/2021,"4,173.40","4,128.40","4,175.00","4,126.40",0.93%
4/22/2021,"4,135.00","4,170.50","4,179.60","4,123.70",-0.92%
4/23/2021,"4,180.20","4,138.80","4,194.20","4,138.80",1.09%
4/26/2021,"4,187.60","4,185.00","4,194.20","4,182.40",0.18%
4/27/2021,"4,186.70","4,188.20","4,193.40","4,176.20",-0.02%
4/28/2021,"4,183.20","4,185.10","4,201.50","4,181.80",-0.08%
4/29/2021,"4,211.50","4,206.10","4,218.80","4,176.80",0.68%
4/30/2021,"4,181.20","4,198.10","4,198.10","4,174.90",-0.72%
5/3/2021,"4,192.70","4,192.00","4,209.40","4,188.00",0.28%
5/4/2021,"4,164.70","4,179.00","4,179.00","4,128.60",-0.67%
5/5/2021,"4,167.60","4,177.10","4,187.70","4,160.90",0.07%
5/6/2021,"4,201.60","4,169.10","4,202.70","4,147.30",0.82%
5/7/2021,"4,232.60","4,210.30","4,238.00","4,201.60",0.74%
5/10/2021,"4,188.40","4,228.30","4,236.40","4,188.10",-1.04%
5/11/2021,"4,152.10","4,150.30","4,162.00","4,111.50",-0.87%
5/12/2021,"4,063.00","4,130.60","4,134.70","4,056.90",-2.15%
5/13/2021,"4,112.50","4,075.00","4,131.60","4,075.00",1.22%
5/14/2021,"4,173.90","4,129.60","4,183.10","4,129.60",1.49%
5/17/2021,"4,163.30","4,169.90","4,171.90","4,142.70",-0.25%
5/18/2021,"4,127.80","4,165.90","4,169.10","4,126.00",-0.85%
5/19/2021,"4,115.70","4,098.40","4,116.90","4,061.40",-0.29%
5/20/2021,"4,159.10","4,122.00","4,172.80","4,122.00",1.05%
5/21/2021,"4,155.90","4,168.60","4,188.70","4,151.70",-0.08%
5/24/2021,"4,197.10","4,170.20","4,209.50","4,170.20",0.99%
5/25/2021,"4,188.10","4,205.90","4,213.40","4,182.50",-0.21%
5/26/2021,"4,196.00","4,191.60","4,202.60","4,184.10",0.19%
5/27/2021,"4,200.90","4,201.90","4,213.40","4,197.80",0.12%
5/28/2021,"4,204.10","4,210.80","4,218.40","4,203.60",0.08%
6/1/2021,"4,202.00","4,216.50","4,234.10","4,197.60",-0.05%
6/2/2021,"4,208.10","4,206.80","4,217.40","4,198.30",0.15%
6/3/2021,"4,192.90","4,191.40","4,204.40","4,167.90",-0.36%
6/4/2021,"4,229.90","4,206.10","4,233.40","4,206.10",0.88%
6/7/2021,"4,226.50","4,229.30","4,232.30","4,215.70",-0.08%
6/8/2021,"4,227.30","4,233.80","4,236.70","4,208.40",0.02%
6/9/2021,"4,219.60","4,233.00","4,237.10","4,218.70",-0.18%
6/10/2021,"4,239.20","4,228.60","4,249.70","4,220.30",0.46%
6/11/2021,"4,247.40","4,242.90","4,248.40","4,232.20",0.19%
6/14/2021,"4,255.10","4,248.30","4,255.60","4,234.10",0.18%
6/15/2021,"4,246.60","4,255.30","4,257.20","4,238.40",-0.20%
6/16/2021,"4,223.70","4,248.90","4,251.90","4,202.40",-0.54%
6/17/2021,"4,221.90","4,220.40","4,232.30","4,196.10",-0.04%
6/18/2021,"4,166.40","4,204.80","4,204.80","4,164.40",-1.31%
6/21/2021,"4,224.80","4,173.40","4,226.20","4,173.40",1.40%
6/22/2021,"4,246.40","4,224.60","4,255.80","4,217.30",0.51%
6/23/2021,"4,241.80","4,249.30","4,256.60","4,241.40",-0.11%
6/24/2021,"4,266.50","4,257.00","4,271.30","4,257.00",0.58%
